EventID,AssignmentID,SubjectID,EventType,EditType,X-CodeState,X-ElapsedTime,X-Intervene,X-Why,X-How
2296220,A79,S228,File.Edit,paste,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea{
  if salasana == ",248711,,,
2296222,A79,S228,File.Edit,insert,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ",248712,,,
2296232,A79,S228,File.Edit,insert,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ""retiisi"" ",248734,,,
2296240,A79,S228,File.Edit,insert,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ""retiisi"" tai ",248736,,,
2296240,A79,S228,File.Edit,delete,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ""retiisi"" ",248736,,,
2296241,A79,S228,File.Edit,insert,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ""retiisi"" [",248737,,,
2296243,A79,S228,File.Edit,insert,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ""retiisi"" [[",248738,,,
2296243,A79,S228,File.Edit,delete,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ""retiisi"" [",248738,,,
2296244,A79,S228,File.Edit,delete,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ""retiisi"" ",248738,,,
2296247,A79,S228,File.Edit,insert,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ""retiisi"" || ",248739,,,
2296248,A79,S228,File.Edit,paste,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ""retiisi"" || salasana == """"",248744,,,
2296255,A79,S228,File.Edit,edit,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ""retiisi"" || salasana == ""nauris""
",248749,,,
2296259,A79,S228,File.Edit,format,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ""retiisi"" || salasana == ""nauris""
 ",248754,,,
2296264,A79,S228,File.Edit,edit,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if salasana == ""retiisi"" || salasana == ""nauris"")",248759,,,
2296265,A79,S228,File.Edit,paste,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"")",248762,,,
2296266,A79,S228,File.Edit,format,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") ",248764,,,
2296267,A79,S228,File.Edit,edit,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") \",248764,,,
2296268,A79,S228,File.Edit,edit,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") ",248765,,,
2296270,A79,S228,File.Edit,insert,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
",248766,,,
2296271,A79,S228,File.Edit,format,"import 'dart:io';



main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    ",248766,,,
2296274,A79,S228,File.Edit,insert,"import 'dart:io';

varvar

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    ",248778,,,
2296274,A79,S228,File.Edit,delete,"import 'dart:io';

var

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    ",248778,,,
2296275,A79,S228,File.Edit,format,"import 'dart:io';

var 

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    ",248779,,,
2296288,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana 

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    ",248783,,,
2296290,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    ",248784,,,
2296293,A79,S228,File.Edit,paste,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    ",248787,,,
2296298,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    break",248806,,,
2296299,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    break;",248807,,,
2296301,A79,S228,File.Edit,format,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    
    break;",248814,,,
2296306,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print
    break;",248815,,,
2296307,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(
    break;",248816,,,
2296316,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!""
    break;",248821,,,
2296317,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;",248821,,,
2296319,A79,S228,File.Edit,format,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
    ",248824,,,
2296322,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  }",248826,,,
2296323,A79,S228,File.Edit,format,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } ",248827,,,
2296328,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else ",248828,,,
2296330,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
",248830,,,
2296331,A79,S228,File.Edit,format,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    ",248830,,,
2296341,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    print",248840,,,
2296341,A79,S228,File.Edit,delete,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    ",248840,,,
2296348,A79,S228,File.Edit,format,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    ",248865,,,
2296356,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    continue",248867,,,
2296358,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    continue;
",248915,,,
2296359,A79,S228,File.Edit,format,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    continue;
    ",248915,,,
2296362,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    continue;
  }",248916,D,compiler,
2296363,A79,S228,File.Edit,delete,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    continue;
  ",248918,,,
2296368,A79,S228,File.Edit,format,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    continue;
    ",248922,,,
2296371,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    continue;
  }",248923,,,
2296373,A79,S228,File.Edit,format,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    continue;
  }
  ",248923,,,
2296375,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a'

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    continue;
  }
}",248924,,,
2296376,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"")
    break;
  } else {
    continue;
  }
}",248937,,,
2296377,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
    break;
  } else {
    continue;
  }
}",248942,,,
2296378,A79,S228,File.Run,init,"import 'dart:io';

var salasana = 'a';

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
    break;
  } else {
    continue;
  }
}",248966,,,
2296378,A79,S228,File.Run,format,"import 'dart:io';

var salasana = 'a';

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
    break;
  } else {
    continue;
  }
}",248966,,,
2296379,A79,S228,File.Edit,paste,"import 'dart:io';

var salasana = 'a';

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
    break;
  } else {
    
  }
}",248984,,,
2296385,A79,S228,File.Edit,paste,"import 'dart:io';

var salasana = 'a';

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    
  }
}",248991,,,
2296390,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print
  }
}",248994,,,
2296391,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(
  }
}",248995,,,
2296402,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!)
  }
}",248999,,,
2296403,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"")
  }
}",249005,,,
2296404,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249006,D,logical,
2296405,A79,S228,File.Run,init,"import 'dart:io';

var salasana = 'a';

main() {
  while (true)
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249008,,,
2296406,A79,S228,File.Edit,format,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) 
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249035,,,
2296407,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249037,,,
2296409,A79,S228,File.Edit,format,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
    
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249039,,,
2296412,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249040,,,
2296413,A79,S228,File.Run,init,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249054,,,
2296415,A79,S228,File.Edit,format,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249068,,,
2296422,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    print
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249072,,,
2296423,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    print(
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249072,,,
2296443,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    print(""Kirjoita salasana.""
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249077,,,
2296444,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    print(""Kirjoita salasana."")
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249078,,,
2296445,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    print(""Kirjoita salasana."");
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249080,,,
2296447,A79,S228,File.Edit,format,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    print(""Kirjoita salasana."");
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
    
  } else {
    print(""Fuck you!"");
  }
}",249087,,,
2296452,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    print(""Kirjoita salasana."");
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
    break
  } else {
    print(""Fuck you!"");
  }
}",249089,,,
2296453,A79,S228,File.Edit,insert,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    print(""Kirjoita salasana."");
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
    break;
  } else {
    print(""Fuck you!"");
  }
}",249090,D,compiler,
2296459,A79,S228,File.Edit,paste,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    print(""Kirjoita salasana."");
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249100,,,
2296460,A79,S228,File.Init,init,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    print(""Kirjoita salasana."");
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249430,,,
2295281,A79,S228,File.Init,init,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    print(""Kirjoita salasana."");
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249430,,,
2295281,A79,S228,File.Init,format,"import 'dart:io';

var salasana = 'a';

main() {
  while (true) {
    print(""Kirjoita salasana."");
    salasana = stdin.readLineSync();
    kysySalasana(salasana);
  }
}

kysySalasana(oikea) {
  if (salasana == ""retiisi"" || salasana == ""nauris"") {
    print(""Kiitos!"");
  } else {
    print(""Fuck you!"");
  }
}",249430,,,
2295282,A79,S228,File.Edit,paste,"import 'dart:io';

var salasana = 'a';

main() {

}",249521,,,
2295283,A79,S228,File.Edit,paste,"import 'dart:io';



main() {

}",249524,,,
2295286,A79,S228,File.Edit,insert,"import 'dart:io';

varvar

main() {

}",249533,,,
2295286,A79,S228,File.Edit,delete,"import 'dart:io';

var

main() {

}",249533,,,
2295287,A79,S228,File.Edit,format,"import 'dart:io';

var 

main() {

}",249533,,,
2295295,A79,S228,File.Edit,insert,"import 'dart:io';

var oikea 

main() {

}",249536,,,
2295299,A79,S228,File.Edit,insert,"import 'dart:io';

var oikea = 

main() {

}",249541,,,
2295299,A79,S228,File.Edit,delete,"import 'dart:io';

var oikea 

main() {

}",249541,,,
2295307,A79,S228,File.Edit,delete,"import 'dart:io';

var 

main() {

}",249543,,,
2295313,A79,S228,File.Edit,insert,"import 'dart:io';

var oikea 

main() {

}",249545,,,
2295321,A79,S228,File.Edit,insert,"import 'dart:io';

var oikea = stdin.= stdin.

main() {

}",249552,D,trial,"Starting a second time can help, but before you start, take a step back and think about what you will write. This problem has three subgoals. The code should: (1) loop while receiving input, (2) exit the loop when the input matches the parameter, and (3) provide appropriate output based on the input received. "
2295321,A79,S228,File.Edit,delete,"import 'dart:io';

var oikea = stdin.

main() {

}",249552,,,
2295337,A79,S228,File.Edit,insert,"import 'dart:io';

var oikea = stdin.readLead

main() {

}",249560,,,
2295337,A79,S228,File.Edit,delete,"import 'dart:io';

var oikea = stdin.

main() {

}",249560,,,
2295345,A79,S228,File.Edit,insert,"import 'dart:io';

var oikea = stdin.line

main() {

}",249563,,,
2295345,A79,S228,File.Edit,delete,"import 'dart:io';

var oikea = stdin.

main() {

}",249563,,,
2295359,A79,S228,File.Edit,insert,"import 'dart:io';

var oikea = stdinstdin ..

main() {

}",249567,,,
2295359,A79,S228,File.Edit,delete,"import 'dart:io';

var oikea = stdin.

main() {

}",249567,,,
2295363,A79,S228,File.Edit,insert,"import 'dart:io';

var oikea = stdin.read

main() {

}",249569,,,
2295366,A79,S228,File.Edit,paste,"import 'dart:io';

main() {

}",249573,,,
2295368,A79,S228,File.Edit,format,"import 'dart:io';

main() {
  

}",249575,,,
2295372,A79,S228,File.Edit,insert,"import 'dart:io';

main() {
  var 

}",249577,,,
2295378,A79,S228,File.Edit,insert,"import 'dart:io';

main() {
  var oikea 

}",249578,,,
2295380,A79,S228,File.Edit,insert,"import 'dart:io';

main() {
  var oikea = 

}",249579,,,
2295385,A79,S228,File.Edit,insert,"import 'dart:io';

main() {
  var oikea = stdin

}",249580,,,
2295386,A79,S228,File.Edit,insert,"import 'dart:io';

main() {
  var oikea = stdin.

}",249580,,,
2295391,A79,S228,File.Edit,insert,"import 'dart:io';

main() {
  var oikea = stdin.read

}",249583,,,
2295391,A79,S228,File.Edit,delete,"import 'dart:io';

main() {
  var oikea = stdin.

}",249583,,,
2295392,A79,S228,File.Edit,paste,"import 'dart:io';

main() {
  var oikea = stdin.readLineSync()

}",249583,,,
2295395,A79,S228,File.Edit,insert,"import 'dart:io';

main() {
  var oikea = stdin.readLineSync();
  

}",249585,Y,deviation,Watch out! The problem specification requires that you read the input within the requested function -- not in main.
2295413,A79,S228,File.Edit,insert,"import 'dart:io';

main() {
  var oikea = stdin.readLineSync();
  kysySalasana

}",249664,,,
2295414,A79,S228,File.Edit,insert,"import 'dart:io';

main() {
  var oikea = stdin.readLineSync();
  kysySalasana(

}",249665,,,
2295419,A79,S228,File.Edit,insert,"import 'dart:io';

main() {
  var oikea = stdin.readLineSync();
  kysySalasana(oikea

}",249667,,,
2295420,A79,S228,File.Edit,insert,"import 'dart:io';

main() {
  var oikea = stdin.readLineSync();
  kysySalasana(oikea)

}",249668,,,
2295421,A79,S228,File.Edit,insert,"import 'dart:io';

main() {
  var oikea = stdin.readLineSync();
  kysySalasana(oikea);

}",249669,,,
2295424,A79,S228,File.Edit,format,"import 'dart:io';

main() {
  var oikea = stdin.readLineSync();
  kysySalasana(oikea);
}

",249677,,,
2295425,A79,S228,File.Edit,edit,"import 'dart:io';

main() {
  var oikea = stdin.readLineSync();
  kysySalasana(oikea);
}

{",249678,,,
